zipcode,population,area (sq mi),pop_density
70514,2545,5.153,493.8870561
58201,34880,70.639,493.7782245
54123,238,0.482,493.7759336
35990,38,0.077,493.5064935
29483,66731,135.255,493.3717792
18254,871,1.766,493.204983
34453,10112,20.518,492.835559
50010,29359,59.576,492.7991137
11901,27172,55.156,492.6390601
751,23129,46.986,492.2530115
50078,126,0.256,492.1875
93402,14318,29.092,492.1627939
95219,27884,56.666,492.0763774
95540,13657,27.767,491.842835
56140,59,0.12,491.6666667
11952,4637,9.435,491.4679385
14047,6440,13.104,491.4529915
650,14998,30.522,491.3832645
10504,7987,16.257,491.2960571
11963,6622,13.483,491.1369873
36203,18799,38.277,491.1304439
6239,11183,22.772,491.0855437
98312,30203,61.515,490.9859384
73145,2859,5.823,490.9840289
17112,33850,68.996,490.6081512
50652,128,0.261,490.4214559
19930,2768,5.645,490.3454384
41621,329,0.671,490.3129657
14169,151,0.308,490.2597403
3076,12897,26.323,489.9517532
92028,46239,94.387,489.8873786
21162,3655,7.464,489.6838156
2653,5911,12.073,489.6049035
17065,4222,8.631,489.1669563
6035,7513,15.36,489.1276042
33527,15203,31.087,489.0468685
6092,4203,8.595,489.0052356
25404,19551,39.982,488.9950478
19944,620,1.268,488.9589905
43127,283,0.579,488.7737478
18073,9350,19.13,488.7611082
17578,7485,15.318,488.6408147
80249,23404,47.898,488.6216543
56032,313,0.641,488.299532
20861,1875,3.84,488.28125
17366,5499,11.264,488.1924716
32968,12830,26.297,487.8883523
43555,200,0.41,487.804878
3784,4086,8.383,487.4150066
85034,5582,11.454,487.340667
8853,5247,10.772,487.0961753
39209,29617,60.833,486.8574622
31084,129,0.265,486.7924528
85635,34727,71.378,486.5224579
80453,197,0.405,486.4197531
28467,8703,17.9,486.2011173
15042,8105,16.671,486.1735949
37040,44924,92.409,486.1431246
76036,22352,45.996,485.9553005
6078,12413,25.545,485.9267959
49959,344,0.708,485.8757062
1719,4996,10.285,485.7559553
39110,36143,74.411,485.7211971
2896,11537,23.762,485.5231041
71233,305,0.629,484.8966614
12582,6191,12.776,484.5804634
92555,39076,80.684,484.3091567
16620,414,0.855,484.2105263
38654,45956,94.924,484.1346762
62712,10302,21.282,484.071046
29649,26235,54.21,483.9513005
52307,90,0.186,483.8709677
92359,8103,16.747,483.8478533
37845,494,1.021,483.8393732
48353,6481,13.399,483.6928129
6776,26889,55.6,483.6151079
46216,1697,3.509,483.6135651
47860,321,0.664,483.4337349
47381,145,0.3,483.3333333
669,29744,61.552,483.2336886
4005,23146,47.912,483.0940057
7480,16122,33.377,483.0272343
13115,224,0.464,482.7586207
8087,24104,49.93,482.7558582
44425,14898,30.885,482.3700826
16230,494,1.025,481.9512195
95366,16575,34.395,481.9014392
62009,1810,3.757,481.7673676
85119,21219,44.066,481.5277084
21157,36920,76.673,481.5254392
43336,39,0.081,481.4814815
1464,7211,14.978,481.4394445
7418,2249,4.675,481.0695187
36303,30217,62.829,480.9403301
44230,8252,17.209,479.516532
7970,117,0.244,479.5081967
18237,3110,6.487,479.4203792
3885,7261,15.153,479.1790405
93424,1261,2.632,479.1033435
21793,9775,20.407,479.0023031
4072,18482,38.585,478.9944279
95073,10154,21.201,478.9396727
48059,15123,31.581,478.8638738
28387,13921,29.084,478.6480539
33851,907,1.895,478.6279683
45870,156,0.326,478.5276074
53047,78,0.163,478.5276074
80504,46876,97.964,478.502307
81033,155,0.324,478.3950617
34788,17519,36.631,478.2561219
46385,38866,81.316,477.9625166
6525,8990,18.812,477.8864555
765,9098,19.044,477.7357698
61346,75,0.157,477.7070064
7456,12211,25.571,477.533143
27201,63,0.132,477.2727273
61430,828,1.735,477.2334294
48433,26497,55.524,477.2170593
28540,49252,103.229,477.1139893
4926,52,0.109,477.0642202
16101,34042,71.359,477.0526493
48843,42931,90.036,476.820383
39056,25621,53.746,476.7052432
45070,192,0.403,476.426799
66046,19452,40.829,476.4260697
8822,30354,63.758,476.0814329
8512,10105,21.232,475.9325546
79928,49544,104.103,475.9132782
6260,9510,19.985,475.8568927
78535,581,1.221,475.8394758
19465,17038,35.811,475.7755997
8005,22448,47.198,475.6133734
35824,6070,12.764,475.556252
84096,33396,70.229,475.5300517
52774,136,0.286,475.5244755
75602,23286,48.991,475.311792
6437,22375,47.079,475.2649801
98824,181,0.381,475.0656168
68751,76,0.16,475
98255,245,0.516,474.8062016
33545,13996,29.485,474.6820417
13677,93,0.196,474.4897959
80631,48603,102.441,474.4487071
86314,34401,72.513,474.4114848
73099,57492,121.272,474.074807
5452,19710,41.616,473.615917
13903,18763,39.642,473.3111347
67037,26577,56.153,473.296173
64849,186,0.393,473.2824427
8403,997,2.107,473.1846227
92397,4894,10.343,473.1702601
32720,29700,62.809,472.8621694
15012,15905,33.636,472.8564633
70550,174,0.368,472.826087
28544,5368,11.354,472.7849216
98604,34232,72.423,472.6675227
71247,1175,2.486,472.6468222
49406,884,1.871,472.4746125
29651,42844,90.727,472.2298764
23604,5720,12.114,472.1809477
44671,380,0.805,472.0496894
43759,66,0.14,471.4285714
28350,305,0.647,471.4064915
16423,4450,9.441,471.3483741
80138,29786,63.22,471.1483708
75141,5374,11.411,470.9490842
2338,7518,15.974,470.6397897
77510,13731,29.18,470.5620288
15676,437,0.929,470.3982777
21921,44471,94.58,470.1945443
84664,8033,17.085,470.1785192
29505,24279,51.643,470.1314796
57061,102,0.217,470.0460829
2747,22927,48.807,469.7481919
34688,7274,15.501,469.2600477
21903,5687,12.125,469.0309278
10512,25590,54.568,468.9561648
15737,83,0.177,468.9265537
63820,226,0.482,468.879668
30215,33665,71.799,468.8783966
98038,31171,66.483,468.8567002
94551,36867,78.641,468.8012614
83116,728,1.553,468.7701223
32967,19518,41.651,468.6081967
3858,4603,9.823,468.5941159
78640,42954,91.678,468.5311634
98027,26141,55.81,468.3927612
53939,244,0.521,468.3301344
25428,10776,23.012,468.2774205
8886,7077,15.121,468.0246015
43551,37002,79.095,467.8171819
21770,5164,11.04,467.7536232
23111,36490,78.034,467.6166799
5904,267,0.571,467.6007005
99516,20095,42.975,467.5974404
35950,20826,44.576,467.2020818
70520,18405,39.398,467.1556932
16117,17185,36.797,467.0217681
76712,23506,50.336,466.9818818
66111,10155,21.755,466.7892439
20607,9802,21,466.7619048
49306,9244,19.808,466.6801292
1569,13569,29.078,466.6414471
85226,37376,80.101,466.6109037
95969,27549,59.045,466.5763401
98263,76,0.163,466.2576687
62294,14367,30.82,466.1583387
51242,212,0.455,465.9340659
75156,14580,31.305,465.7402971
28115,34339,73.742,465.664072
44256,62039,133.234,465.6394014
28007,611,1.313,465.3465347
52345,1468,3.155,465.2931854
15633,293,0.63,465.0793651
13027,31637,68.053,464.8876611
75848,92,0.198,464.6464646
715,3656,7.869,464.6079553
48732,11483,24.738,464.1846552
15064,382,0.823,464.1555286
30114,49774,107.263,464.0369932
79707,32854,70.82,463.9085004
18466,16681,35.959,463.8894296
30290,8286,17.865,463.8119228
50263,16069,34.647,463.7919589
16630,5080,10.955,463.7151985
65109,38090,82.159,463.6132377
15663,455,0.982,463.3401222
15447,181,0.391,462.915601
24503,19331,41.764,462.8627526
49022,31814,68.789,462.4867348
62282,471,1.019,462.2178606
23511,2457,5.317,462.1026895
44004,33421,72.324,462.1011006
6375,3660,7.926,461.7713853
21719,1548,3.354,461.5384615
2630,1850,4.01,461.3466334
45036,37504,81.305,461.2754443
65201,39417,85.544,460.7804171
15366,164,0.356,460.6741573
34715,15455,33.549,460.6694685
631,1852,4.021,460.5819448
44089,15899,34.532,460.4135295
49902,145,0.315,460.3174603
18644,7546,16.399,460.1500091
54481,29340,63.783,459.9971779
94534,36416,79.178,459.9257369
14506,1325,2.881,459.9097536
6029,15547,33.806,459.8887771
43465,5059,11.001,459.8672848
14722,153,0.333,459.4594595
20751,2343,5.1,459.4117647
78015,9602,20.924,458.8988721
30213,29384,64.048,458.7809143
72401,53767,117.264,458.5124164
23440,727,1.586,458.3858764
78417,4176,9.111,458.347053
64765,44,0.096,458.3333333
66044,28417,62.047,457.9915226
75071,36090,78.836,457.7857831
16022,368,0.804,457.7114428
29369,13044,28.506,457.5878762
27949,6947,15.184,457.5210748
52749,925,2.022,457.4678536
16839,489,1.069,457.4368569
30180,34274,74.934,457.3891691
46526,30671,67.061,457.3597173
30277,20270,44.328,457.2730554
25878,930,2.034,457.2271386
53928,128,0.28,457.1428571
44442,4006,8.764,457.0972159
43935,8943,19.573,456.90492
7882,14492,31.731,456.7142542
29621,39101,85.637,456.5900253
52807,13470,29.526,456.2080878
36305,14470,31.733,455.9921848
25870,103,0.226,455.7522124
45013,52613,115.463,455.6697817
46383,39687,87.223,455.0061337
89044,14260,31.345,454.9369915
64136,2153,4.734,454.7950993
60539,341,0.75,454.6666667
56363,155,0.341,454.5454545
61232,1284,2.827,454.1917227
85138,33633,74.07,454.0704739
67340,355,0.782,453.9641944
30252,41428,91.278,453.8662109
70592,18878,41.594,453.863538
26003,43002,94.777,453.7176741
15544,264,0.582,453.6082474
95655,4314,9.513,453.4847051
96751,175,0.386,453.3678756
52624,290,0.64,453.125
37188,13643,30.118,452.984926
97132,28278,62.429,452.9625655
4083,4525,9.991,452.9076169
7926,120,0.265,452.8301887
34292,13516,29.857,452.6911612
78261,13513,29.87,452.3937061
53969,419,0.927,451.995685
54701,38803,85.906,451.6913836
46304,24207,53.592,451.6905508
19317,9530,21.106,451.5303705
28025,49160,108.888,451.4730732
57706,2903,6.431,451.4072462
2379,6916,15.325,451.2887439
26104,16769,37.189,450.9129044
12069,256,0.568,450.7042254
17088,823,1.827,450.4652436
23836,11444,25.409,450.3915935
85367,20429,45.386,450.1167761
13215,15245,33.89,449.8377102
53046,1107,2.461,449.8171475
87021,3472,7.721,449.6826836
12061,9050,20.129,449.6000795
21738,3268,7.272,449.3949395
64830,639,1.422,449.3670886
29906,21765,48.441,449.3094693
7977,669,1.489,449.2948287
8023,451,1.004,449.2031873
12486,1523,3.392,448.9976415
18078,7074,15.758,448.9148369
32926,22752,50.694,448.8105101
34637,6297,14.041,448.472331
95206,65004,144.972,448.3900339
4401,44899,100.215,448.0267425
87505,31013,69.227,447.9899461
42332,271,0.605,447.9338843
55722,1200,2.679,447.9283315
98338,24098,53.807,447.8599439
55082,35024,78.234,447.6825932
18342,492,1.099,447.6797088
14901,16736,37.391,447.5943409
85755,15107,33.757,447.5219954
17406,22156,49.528,447.3429171
16825,240,0.537,446.9273743
19565,8531,19.092,446.8363713
13153,399,0.894,446.3087248
96722,2484,5.568,446.1206897
29373,297,0.666,445.9459459
3839,3735,8.38,445.7040573
46922,61,0.137,445.2554745
8230,5599,12.576,445.2131043
61552,239,0.537,445.0651769
66109,20480,46.023,444.9948939
34473,17029,38.297,444.6562394
72945,314,0.707,444.1301273
65305,2538,5.718,443.86149
94576,164,0.37,443.2432432
97317,24355,54.962,443.1243405
72068,424,0.957,443.0512017
2839,1902,4.294,442.9436423
53511,48929,110.516,442.7322741
48430,36738,82.996,442.6478385
66030,20961,47.357,442.6167198
95422,15585,35.239,442.2656716
17347,6202,14.024,442.2418711
74126,10598,23.969,442.1544495
50243,244,0.552,442.0289855
54016,30108,68.192,441.5180666
6498,6963,15.78,441.2547529
14701,40730,92.307,441.244976
6019,10129,22.956,441.2354069
37828,1430,3.241,441.2218451
19709,35107,79.633,440.859945
54934,148,0.336,440.4761905
12472,1572,3.569,440.4595125
88065,624,1.417,440.3669725
19901,35055,79.613,440.3175361
4252,4799,10.902,440.1944597
12901,33439,75.965,440.189561
12118,13897,31.574,440.140622
87022,907,2.061,440.0776322
17517,15391,34.982,439.969127
76071,3320,7.546,439.9681951
65803,40902,92.997,439.8206394
36110,12997,29.565,439.6076442
2631,9679,22.032,439.315541
54476,18580,42.318,439.0566662
98233,14871,33.872,439.0351913
37363,32244,73.461,438.9267775
6088,4936,11.252,438.6775684
20777,3314,7.558,438.4757872
15623,762,1.74,437.9310345
19472,74,0.169,437.8698225
35148,2702,6.171,437.8544806
18036,12822,29.3,437.6109215
99506,7749,17.717,437.376531
48451,14767,33.786,437.0745279
19564,90,0.206,436.8932039
93313,43553,99.688,436.8931065
6268,11481,26.279,436.8887705
56301,32434,74.239,436.8862727
36575,18345,42,436.7857143
47303,25365,58.079,436.7327261
70710,3593,8.229,436.6265646
46379,202,0.463,436.2850972
78570,32525,74.556,436.2492623
25315,3255,7.462,436.2101313
29730,52365,120.081,436.0806456
1027,17660,40.498,436.0709171
15018,821,1.883,436.0063728
18072,6571,15.077,435.829409
92243,48030,110.228,435.7332075
8752,2074,4.765,435.2570829
68022,16422,37.731,435.2389282
77640,16875,38.773,435.2255435
48166,11569,26.583,435.2029493
20175,27169,62.455,435.0172124
52548,97,0.223,434.9775785
61471,140,0.322,434.7826087
33972,10880,25.028,434.7131213
81503,15250,35.085,434.658686
46060,34708,79.883,434.4854349
6762,7561,17.411,434.2656941
30451,33,0.076,434.2105263
61550,17721,40.822,434.1041595
15616,23,0.053,433.9622642
18251,46,0.106,433.9622642
99019,9502,21.899,433.9010914
47925,203,0.468,433.7606838
24612,229,0.528,433.7121212
98438,366,0.844,433.6492891
27534,31364,72.347,433.521777
4011,20278,46.776,433.5129126
8015,20763,47.904,433.4293587
15417,9469,21.848,433.4035152
23116,27228,62.825,433.3943494
76268,250,0.577,433.2755633
10933,473,1.092,433.1501832
43768,275,0.635,433.0708661
1938,13175,30.427,433.0035823
35603,30545,70.567,432.8510494
4073,16189,37.401,432.8493891
85309,1485,3.431,432.8184203
15520,293,0.677,432.7917282
80817,27311,63.111,432.7454802
26038,2855,6.598,432.7068809
92145,1449,3.349,432.6664676
30028,22182,51.355,431.9345731
75126,33396,77.333,431.846689
44601,35294,81.743,431.7678578
30721,53601,124.16,431.7090851
17266,581,1.346,431.6493314
86326,23344,54.116,431.3696504
16253,91,0.211,431.2796209
18088,8375,19.424,431.1676277
17835,219,0.508,431.1023622
6470,16003,37.123,431.0804622
83825,190,0.441,430.8390023
3833,20955,48.655,430.6854383
13850,22004,51.093,430.6656489
11977,2467,5.729,430.6161634
667,25968,60.313,430.5539436
28690,9295,21.594,430.4436418
10941,13779,32.027,430.2307428
10578,681,1.583,430.1958307
96793,29549,68.689,430.1853281
49544,8944,20.795,430.1033902
94028,6534,15.203,429.7835953
19533,7686,17.885,429.7455969
64139,1762,4.104,429.337232
8353,516,1.203,428.9276808
3873,5711,13.315,428.9147578
11968,11593,27.033,428.846225
87083,569,1.327,428.786737
33945,57,0.133,428.5714286
68152,5837,13.627,428.340794
30517,11963,27.948,428.0449406
53074,12880,30.128,427.5092937
27023,11873,27.776,427.4553571
92308,39837,93.229,427.3026633
43711,91,0.213,427.2300469
61363,220,0.515,427.184466
17355,261,0.611,427.1685761
50231,173,0.405,427.1604938
4473,7660,17.934,427.1216683
84315,7581,17.75,427.0985915
39402,37492,87.785,427.0889104
93445,7173,16.801,426.9388727
15952,1413,3.31,426.8882175
78561,779,1.825,426.8493151
42003,29683,69.594,426.5166537
4538,2080,4.877,426.4916957
82440,145,0.34,426.4705882
17579,5935,13.921,426.3343151
52317,14775,34.674,426.111784
44270,8890,20.869,425.9907039
55356,5311,12.469,425.9363221
38455,227,0.533,425.891182
10519,316,0.742,425.8760108
3431,25280,59.371,425.7971063
13838,4409,10.356,425.7435303
688,13543,31.818,425.6395751
85255,37270,87.582,425.5440616
25624,480,1.128,425.5319149
17557,13811,32.457,425.5168377
28449,1692,3.978,425.3393665
68526,4800,11.287,425.2680074
72103,13078,30.754,425.2454965
29368,68,0.16,425
14559,18057,42.519,424.680731
43437,427,1.006,424.4532803
41102,21712,51.163,424.369173
57364,56,0.132,424.2424242
30726,56,0.132,424.2424242
93618,28262,66.641,424.0932759
32536,19709,46.498,423.8676932
99011,2776,6.55,423.8167939
95688,34379,81.182,423.4805745
55904,26332,62.18,423.4802187
24540,32170,75.989,423.3507481
92067,9535,22.525,423.3074362
74522,344,0.813,423.1242312
61080,10599,25.055,423.0293355
87144,37719,89.176,422.9725487
22980,31451,74.434,422.5354005
3870,5162,12.219,422.4568295
11949,14573,34.496,422.4547774
47966,461,1.093,421.7749314
98321,15152,35.935,421.6502018
95993,36067,85.539,421.6439285
70583,11693,27.745,421.4453055
64870,14325,34.009,421.2120321
65320,56,0.133,421.0526316
26134,888,2.109,421.0526316
93605,175,0.416,420.6730769
60416,9397,22.344,420.5603294
77355,24010,57.091,420.5566552
92322,1257,2.989,420.5419873
7438,11559,27.487,420.5260669
16372,499,1.187,420.3875316
24724,66,0.157,420.3821656
45030,17921,42.633,420.355124
5446,15373,36.579,420.26846
72619,1936,4.607,420.2300847
45617,71,0.169,420.1183432
64068,36280,86.366,420.0727138
29451,4205,10.011,420.0379582
55038,20816,49.563,419.9907189
95722,4585,10.925,419.6796339
52411,6896,16.433,419.6434005
65584,9855,23.486,419.6116836
34638,20048,47.782,419.5722238
15475,1356,3.232,419.5544554
95391,9959,23.74,419.5029486
6472,6853,16.344,419.2976016
1524,6696,15.982,418.9713428
12771,14511,34.637,418.9450588
28173,45097,107.692,418.7590536
15951,453,1.082,418.6691312
8731,20009,47.795,418.6421174
18244,402,0.961,418.314256
71345,69,0.165,418.1818182
61571,23744,56.796,418.0576097
51656,71,0.17,417.6470588
723,19277,46.16,417.6126516
12839,13588,32.544,417.5270403
27310,6710,16.071,417.522245
10536,10739,25.744,417.1457427
15489,389,0.933,416.9346195
62953,360,0.864,416.6666667
30137,1650,3.96,416.6666667
27527,18216,43.726,416.594246
43458,414,0.994,416.498994
66442,14283,34.299,416.4261349
29307,18751,45.048,416.2448943
31905,16044,38.546,416.229959
21867,114,0.274,416.0583942
28602,28981,69.667,415.9932249
46946,136,0.327,415.9021407
79603,24288,58.41,415.819209
54942,8580,20.64,415.6976744
47302,27592,66.389,415.6110199
34475,12177,29.301,415.5830859
83714,20290,48.829,415.5317537
14094,50666,121.932,415.526687
7934,1501,3.613,415.4442292
44045,422,1.016,415.3543307
68058,252,0.607,415.1565074
6016,6226,14.999,415.0943396
25156,105,0.253,415.0197628
37122,46463,111.967,414.9704824
30506,41667,100.423,414.9149099
12020,31192,75.199,414.7927499
44406,22054,53.188,414.6424005
62879,85,0.205,414.6341463
